ts_code,name,list_date,list_status,total_mv,popularity_ranking
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
300611.SZ,美力科技,2017-02-20 00:00:00,L,672695.0052,95
301321.SZ,翰博高新,2022-08-18 00:00:00,L,316753.065,121
301321.SZ,翰博高新,2022-08-18 00:00:00,L,316753.065,121
301321.SZ,翰博高新,2022-08-18 00:00:00,L,316753.065,121
301321.SZ,翰博高新,2022-08-18 00:00:00,L,316753.065,121
301321.SZ,翰博高新,2022-08-18 00:00:00,L,316753.065,121
301321.SZ,翰博高新,2022-08-18 00:00:00,L,316753.065,121
301321.SZ,翰博高新,2022-08-18 00:00:00,L,316753.065,121
301321.SZ,翰博高新,2022-08-18 00:00:00,L,316753.065,121
